GeneName	n_homAA	n_hetRA
SLC46A1	18	22
SLC46A2	0	0
SLC46A3	0	3987
SLC47A1	120	323
SLC47A2	0	1744
SLC48A1	0	2342
SLC49A3	0	8087
SLC49A4	0	7
SLC4A1	80	1242
SLC4A10	0	0
SLC4A11	0	4711
SLC4A1AP	0	5
SLC4A2	0	18
SLC4A3	0	7846
SLC4A4	2	0
SLC4A5	0	0
SLC4A7	0	0
SLC4A8	0	20
SLC4A9	0	0
SLC50A1	0	10
SLC51A	0	213
SLC51B	0	10995
SLC52A1	0	1
SLC52A2	0	4
SLC52A3	0	0
SLC5A1	0	0
SLC5A10	0	0
SLC5A11	0	0
SLC5A12	0	0
SLC5A2	0	1
SLC5A3	0	256
SLC5A4	0	4051
SLC5A5	3	0
SLC5A6	0	0
SLC5A7	0	1
SLC5A8	0	0
SLC5A9	0	955
SLC66A1	0	881
SLC66A1L	0	1137
SLC66A2	0	0
SLC66A3	2	0
SLC6A1	0	20293
SLC6A11	0	37
SLC6A12	0	0
SLC6A13	0	80
SLC6A14	0	0
SLC6A15	0	257
SLC6A16	0	0
SLC6A17	0	0
SLC6A18	0	29
SLC6A19	0	12835
SLC6A2	0	30
SLC6A20	0	995
SLC6A3	0	0
SLC6A4	0	0
SLC6A5	0	0
SLC6A6	0	322
SLC6A7	0	6248
SLC6A8	0	0
SLC6A9	0	5
SLC7A1	0	0
SLC7A10	0	0
SLC7A11	0	6111
SLC7A13	0	27
SLC7A14	86	0
SLC7A2	0	166
SLC7A3	0	0
SLC7A4	0	65
SLC7A5	0	0
SLC7A6	0	0
SLC7A6OS	5	1012
SLC7A7	0	58
SLC7A8	0	0
SLC7A9	181	69
SLC8A1	8	3
SLC8A2	280	116
SLC8A3	0	0
SLC8B1	0	1
SLC9A1	0	0
SLC9A2	0	13
SLC9A3	0	260
SLC9A3R1	0	0
SLC9A3R2	6	7
SLC9A4	0	9012
SLC9A5	0	12
SLC9A6	0	0
SLC9A7	0	5452
SLC9A8	0	3
SLC9A9	0	21
SLC9B1	0	15433
SLC9B2	0	118
SLC9C1	0	274
SLC9C2	0	172
SLCO1A2	0	874
SLCO1B1	0	1
SLCO1B3	132	10
SLCO1B3-SLCO1B7	25	0
SLCO1C1	0	0
SLCO2A1	0	0
SLCO2B1	0	0
SLCO3A1	0	32
SLCO4A1	0	0
SLCO4C1	0	331
SLCO5A1	0	0
SLCO6A1	28	1
SLF1	0	23318
SLF2	0	0
SLFN11	0	190
SLFN12	0	88
SLFN12L	110	40
SLFN13	0	56
SLFN14	0	1
SLFN5	0	0
SLFNL1	0	88
SLIRP	0	0
SLIT1	0	430
SLIT2	0	0
SLIT3	0	2
SLITRK1	0	55
SLITRK2	0	0
SLITRK3	0	2
SLITRK4	8	11215
SLITRK5	8	582
SLITRK6	0	312
SLK	0	0
SLMAP	0	34
SLN	0	17
SLPI	0	0
SLTM	9	0
SLU7	7	717
SLURP1	0	3
SLURP2	0	96
SLX1A	0	2
SLX1B	1	0
SLX4	0	0
SLX4IP	0	0
SMAD1	0	0
SMAD2	0	0
SMAD3	0	0
SMAD4	0	1008
SMAD5	64	0
SMAD6	0	4
SMAD7	0	0
SMAD9	0	0
SMAGP	0	371
SMAP1	0	1
SMAP2	0	2
SMARCA1	0	3660
SMARCA2	0	0
SMARCA4	0	0
SMARCA5	0	10
SMARCAD1	0	0
SMARCAL1	0	0
SMARCB1	0	0
SMARCC1	0	17415
SMARCC2	1	0
SMARCD1	0	716
SMARCD2	0	18
SMARCD3	0	6944
SMARCE1	0	0
SMC1A	0	557
SMC1B	0	16
SMC2	0	3038
SMC3	0	0
SMC4	0	0
SMC5	0	0
SMC6	0	65
SMCHD1	0	68
SMCO1	0	1
SMCO2	0	0
SMCO3	0	11024
SMCO4	0	0
SMCP	0	1335
SMCR8	0	2
SMDT1	0	233
SMG1	1	34
SMG5	0	1259
SMG6	0	0
SMG7	0	1
SMG8	0	29
SMG9	0	23
SMIM1	0	526
SMIM10	0	1
SMIM10L1	0	4804
SMIM10L2A	0	32
SMIM10L2B	0	0
SMIM11A	0	10
SMIM11B	0	423
SMIM12	7	0
SMIM13	0	23129
SMIM14	0	0
SMIM15	0	1
SMIM17	0	0
SMIM18	0	0
SMIM19	0	0
SMIM2	0	0
SMIM20	0	81
SMIM21	2	0
SMIM22	0	4228
SMIM23	0	0
SMIM24	0	2571
SMIM26	0	1
SMIM27	0	0
SMIM28	0	50
SMIM29	0	0
SMIM3	0	0
SMIM30	0	0
SMIM31	0	1
SMIM32	0	0
SMIM33	0	39
SMIM34A	0	67
SMIM34B	0	0
SMIM35	0	0
SMIM36	0	0
SMIM38	0	617
SMIM39	0	2
SMIM4	0	7618
SMIM40	0	0
SMIM41	0	0
SMIM5	0	18
SMIM6	25	0
SMIM7	0	474
SMIM8	0	0
SMIM9	0	6
SMKR1	0	20
SMLR1	0	6
SMN1	0	0
SMN2	0	1199
SMNDC1	0	29
SMO	0	34
SMOC1	0	0
SMOC2	0	6
SMOX	0	56
SMPD1	0	136
SMPD2	0	7
SMPD3	0	402
SMPD4	0	0
SMPDL3A	0	0
SMPDL3B	0	0
SMPX	0	8
SMR3A	0	6132
SMR3B	0	0
SMS	1	0
SMTN	0	0
SMTNL1	0	0
SMTNL2	0	0
SMU1	0	0
SMUG1	0	3
SMURF1	0	2789
SMURF2	0	2396
SMYD1	0	0
SMYD2	0	3672
SMYD3	0	3648
SMYD4	0	135
SMYD5	0	0
SNAI1	0	4
SNAI2	0	205
SNAI3	0	0
SNAP23	0	0
SNAP25	0	4
SNAP29	0	16
SNAP47	0	0
SNAP91	3	0
SNAPC1	0	0
SNAPC2	0	0
SNAPC3	0	2146
SNAPC4	0	2
SNAPC5	0	0
SNAPIN	0	5
SNCA	0	304
SNCAIP	0	0
SNCB	0	0
SNCG	0	2
SND1	0	7219
SNED1	0	0
SNF8	0	1972
SNIP1	0	0
SNN	0	688
SNORC	2	6801
SNPH	0	1
SNRK	26	1
SNRNP200	0	31
SNRNP25	0	45
SNRNP27	0	1
SNRNP35	0	0
SNRNP40	0	0
SNRNP48	61	0
SNRNP70	0	587
SNRPA	0	0
SNRPA1	0	3
SNRPB	0	146
SNRPB2	0	2
SNRPC	0	0
SNRPD1	0	0
SNRPD2	0	0
SNRPD3	0	7
SNRPE	0	0
SNRPF	0	21
SNRPG	5	96
SNRPN	0	37
SNTA1	0	31
SNTB1	0	30
SNTB2	0	82
SNTG1	0	0
SNTG2	0	84
SNTN	0	0
SNU13	0	0
SNUPN	0	5
SNURF	0	0
SNW1	0	523
SNX1	0	249
SNX10	0	10109
SNX11	0	236
SNX12	0	2653
SNX13	0	5153
SNX14	0	202
SNX15	318	0
SNX16	0	2641
SNX17	0	0
SNX18	0	503
SNX19	0	0
SNX2	0	131
SNX20	0	3
SNX21	0	286
SNX22	0	742
SNX24	0	1
SNX25	0	8504
SNX27	0	43
SNX29	0	356
SNX3	0	1209
SNX30	0	687
SNX31	0	0
SNX32	0	2
SNX33	0	2
SNX4	0	634
SNX5	0	373
SNX6	0	450
SNX7	0	0
SNX8	0	0
SNX9	30	0
SOAT1	51	263
SOAT2	0	7
SOBP	0	0
SOCS1	0	0
SOCS2	0	0
SOCS3	0	603
SOCS4	1	528
SOCS5	0	40
SOCS6	8	0
SOCS7	0	0
SOD1	222	7
SOD2	0	0
SOD3	0	142
SOGA1	1	328
SOGA3	0	6
SOHLH1	0	4
SOHLH2	0	340
SON	0	0
SORBS1	0	1786
SORBS2	0	16037
SORBS3	0	0
SORCS1	0	1460
SORCS2	2	261
SORCS3	0	0
SORD	0	6779
SORL1	0	33
SORT1	0	2
SOS1	0	2
SOS2	0	0
SOST	0	180
SOSTDC1	0	2010
SOWAHA	0	0
SOWAHB	0	0
SOWAHC	0	0
SOWAHD	0	5
SOX1	0	0
SOX10	0	0
SOX11	0	0
SOX12	0	0
SOX13	0	1
SOX14	0	390
SOX15	0	1
SOX17	0	0
SOX18	0	0
SOX2	0	3507
SOX21	0	477
SOX3	0	0
SOX30	0	0
SOX4	0	3
SOX5	0	249
SOX6	0	4616
SOX7	0	0
SOX8	0	0
SOX9	0	0
SP1	0	397
SP100	2	10
SP110	0	7
SP140	0	0
SP140L	0	8
SP2	0	9
SP3	0	0
SP4	0	401
SP5	0	9793
SP6	0	24
SP7	0	0
SP8	0	0
SP9	0	125
SPA17	0	2
SPAAR	0	13
SPACA1	0	32
SPACA3	0	0
SPACA4	0	74
SPACA5	0	0
SPACA5B	0	0
SPACA6	0	3
SPACA7	0	0
SPACA9	0	0
SPAG1	0	3
SPAG11A	0	31
SPAG11B	0	0
SPAG16	0	1488
SPAG17	0	0
SPAG4	0	1248
SPAG5	0	0
SPAG6	0	1409
SPAG7	36	6
SPAG8	0	17
SPAG9	0	150
SPAM1	0	1625
SPANXA1	0	146
SPANXA2	0	0
SPANXB1	0	133
SPANXC	0	9293
SPANXD	0	815
SPANXN1	0	0
SPANXN2	0	13
SPANXN3	0	0
SPANXN4	0	0
SPANXN5	0	0
SPARC	21	0
SPARCL1	2	2
SPART	0	81
SPAST	0	154
SPATA1	5	37
SPATA12	0	0
SPATA13	0	0
SPATA16	0	2377
SPATA17	0	0
SPATA18	0	1550
SPATA19	0	22
SPATA2	0	0
SPATA20	10	0
SPATA21	0	1783
SPATA22	0	179
SPATA24	0	587
SPATA25	0	639
SPATA2L	0	0
SPATA3	0	0
SPATA31A1	0	20
SPATA31A3	0	262
SPATA31A5	0	0
SPATA31A6	0	0
SPATA31A7	0	8
SPATA31D1	0	0
SPATA31D3	0	0
SPATA31D4	0	111
SPATA31E1	10	0
SPATA32	147	0
SPATA33	0	0
SPATA4	9	16
SPATA45	5	4
SPATA46	136	0
SPATA48	0	1501
SPATA5	81	15
SPATA5L1	0	1553
SPATA6	0	0
SPATA6L	0	0
SPATA7	0	1971
SPATA9	0	0
SPATC1	0	3471
SPATC1L	0	0
SPATS1	0	57
SPATS2	0	0
SPATS2L	0	0
SPC24	0	1
SPC25	0	2166
SPCS1	48	7
SPCS2	0	32
SPCS3	0	2934
SPDEF	0	775
SPDL1	2	8
SPDYA	0	0
SPDYC	0	0
SPDYE1	1	3339
SPDYE11	0	0
SPDYE13	0	32
SPDYE14	0	20457
SPDYE15	10	12
SPDYE16	0	0
SPDYE17	0	72
SPDYE2	0	383
SPDYE21	0	13
SPDYE2B	0	4
SPDYE3	0	43
SPDYE4	166	376
SPDYE5	0	0
SPDYE6	0	8
SPDYE8	0	226
SPDYE9	0	0
SPECC1	0	0
SPECC1L	0	80
SPEF1	0	71
SPEF2	0	0
SPEG	0	1
SPEGNB	0	85
SPEM1	0	0
SPEM2	0	0
SPEM3	0	0
SPEN	0	0
SPESP1	0	69
SPG11	0	0
SPG21	0	2127
SPG7	0	23
SPHK1	0	1
SPHK2	0	0
SPHKAP	0	0
SPI1	0	344
SPIB	0	1
SPIC	0	48
SPICE1	0	0
SPIDR	0	0
SPIN1	0	127
SPIN2A	0	212
SPIN2B	0	0
SPIN3	0	0
SPIN4	0	122
SPINDOC	11	0
SPINK1	0	0
SPINK13	0	6655
SPINK14	25	273
SPINK2	0	0
SPINK4	0	734
SPINK5	0	969
SPINK6	0	102
SPINK7	0	17462
SPINK8	0	0
SPINK9	0	507
SPINT1	0	0
SPINT2	36	402
SPINT3	0	19258
SPINT4	0	5081
SPIRE1	0	2178
SPIRE2	0	0
SPN	0	1102
SPNS1	0	0
SPNS2	0	0
SPNS3	0	423
SPO11	0	0
SPOCD1	0	513
SPOCK1	13	7
SPOCK2	0	5
SPOCK3	45	166
SPON1	0	34
SPON2	0	0
SPOP	0	0
SPOPL	0	12
SPOUT1	1	3301
SPP1	0	1174
SPP2	0	0
SPPL2A	0	0
SPPL2B	0	539
SPPL2C	0	2
SPPL3	0	3
SPR	0	2
SPRED1	0	4
SPRED2	0	0
SPRED3	0	12
SPRN	0	37
SPRR1A	297	5302
SPRR1B	0	17993
SPRR2A	32	142
SPRR2B	0	1525
SPRR2D	0	1722
SPRR2E	0	0
SPRR2F	0	0
SPRR2G	0	18
SPRR3	0	0
SPRR4	0	19
SPRR5	0	0
SPRTN	0	5514
SPRY1	0	368
SPRY2	0	0
SPRY3	0	0
SPRY4	0	1797
SPRYD3	0	0
SPRYD4	0	0
SPRYD7	0	19
SPSB1	0	585
SPSB2	79	3
SPSB3	0	0
SPSB4	0	11
SPTA1	4	1
SPTAN1	6	0
SPTB	0	0
SPTBN1	0	0
SPTBN2	0	0
SPTBN4	0	37
SPTBN5	0	0
SPTLC1	0	0
SPTLC2	0	0
SPTLC3	0	5241
SPTSSA	0	0
SPTSSB	0	0
SPTY2D1	0	68
SPTY2D1OS	0	0
SPX	0	82
SPZ1	0	2
SQLE	0	1
SQOR	0	512
SQSTM1	0	827
SRA1	0	3329
SRARP	0	2
SRBD1	0	2
SRC	0	0
SRCAP	0	111
SRCIN1	0	0
SRD5A1	1	257
SRD5A2	0	35
SRD5A3	6	5
SREBF1	0	0
SREBF2	0	0
SREK1	0	687
SREK1IP1	0	528
SRF	0	1
SRFBP1	0	76
SRGAP1	0	0
SRGAP2	0	19
SRGAP2B	0	7457
SRGAP2C	0	6771
SRGAP3	2	981
SRGN	0	3
SRI	0	0
SRL	0	0
SRM	0	0
SRMS	0	288
SRP14	11	3
SRP19	0	743
SRP54	0	191
SRP68	0	727
SRP72	0	536
SRP9	0	74
SRPK1	0	110
SRPK2	0	71
SRPK3	0	319
SRPRA	0	31
SRPRB	0	0
SRPX	0	3626
SRPX2	0	0
SRR	0	0
SRRD	0	906
SRRM1	0	2885
SRRM2	0	4428
SRRM3	0	0
SRRM4	0	0
SRRM5	0	0
SRRT	0	255
SRSF1	0	6
SRSF10	2	901
SRSF11	0	0
SRSF12	0	7392
SRSF2	0	0
SRSF3	0	4193
SRSF4	47	0
SRSF5	0	1005
SRSF6	0	0
SRSF7	43	0
SRSF8	0	0
SRSF9	23	5
SRXN1	0	2
SRY	0	9
SS18	0	158
SS18L1	0	11
SS18L2	0	0
SSB	0	0
SSBP1	0	0
SSBP2	0	0
SSBP3	0	1
SSBP4	0	1264
SSC4D	0	398
SSC5D	0	0
SSH1	1	0
SSH2	0	11
SSH3	0	0
SSMEM1	0	14
SSNA1	0	0
SSPN	0	2
SSR1	0	0
SSR2	0	0
SSR3	0	3
SSR4	0	24
SSRP1	0	5
SST	0	0
SSTR1	0	0
SSTR2	0	20510
SSTR3	0	0
SSTR4	4	1
SSTR5	0	0
SSU72	0	56
SSU72P2	0	7
SSU72P3	0	5
SSU72P4	0	0
SSU72P5	0	0
SSU72P7	0	0
SSU72P8	77	0
SSUH2	0	12
SSX1	0	632
SSX2	0	10
SSX2B	0	0
SSX2IP	2	0
SSX3	0	10
SSX4	0	0
SSX4B	0	0
SSX5	0	0
SSX7	0	0
ST13	0	1963
ST14	0	2
ST18	0	0
ST20	0	22
ST20-MTHFS	0	0
ST3GAL1	0	125
ST3GAL2	0	4
ST3GAL3	0	61
ST3GAL4	0	769
ST3GAL5	0	0
ST3GAL6	0	0
ST6GAL1	0	7337
ST6GAL2	0	0
ST6GALNAC1	0	5
ST6GALNAC2	0	73
ST6GALNAC3	0	1
ST6GALNAC4	0	4
ST6GALNAC5	0	3397
ST6GALNAC6	0	3
ST7	0	320
ST7L	0	1159
ST8SIA1	0	405
ST8SIA2	0	0
ST8SIA3	0	2
ST8SIA4	0	16
ST8SIA5	1	0
ST8SIA6	0	0
STAB1	0	5737
STAB2	0	8
STAC	0	19
STAC2	0	39
STAC3	4	6322
STAG1	0	58
STAG2	0	1
STAG3	0	8
STAM	82	5043
STAM2	0	0
STAMBP	0	0
STAMBPL1	0	0
STAP1	0	12
STAP2	0	0
STAR	0	127
STARD10	0	406
STARD13	0	42
STARD3	0	399
STARD3NL	10	0
STARD4	15	1
STARD5	0	5
STARD6	0	2
STARD7	0	450
STARD8	0	0
STARD9	0	0
STAT1	0	16
STAT2	0	2
STAT3	0	0
STAT4	0	49
STAT5A	16	0
STAT5B	0	0
STAT6	0	0
STATH	0	0
STAU1	0	8
STAU2	0	0
STBD1	0	87
STC1	0	2121
STC2	0	166
STEAP1	0	0
STEAP1B	8	2
STEAP2	0	3829
STEAP3	4	0
STEAP4	0	0
STH	0	981
STIL	1	217
STIM1	0	2
STIM2	0	2
STIMATE	0	1408
STIMATE-MUSTN1	0	0
STING1	0	0
STIP1	2	0
STK10	0	1
STK11	0	225
STK11IP	0	0
STK16	0	29
STK17A	0	422
STK17B	0	151
STK19	0	30
STK24	0	394
STK25	0	7
STK26	0	0
STK3	0	0
STK31	0	0
STK32A	0	0
STK32B	0	148
STK32C	0	0
STK33	7	18
STK35	0	3
STK36	0	1627
STK38	0	66
STK38L	1	0
STK39	0	0
STK4	0	31
STK40	0	0
STKLD1	0	3
STMN1	0	6239
STMN2	0	0
STMN3	0	3
STMN4	0	519
STMND1	0	0
STMP1	0	0
STN1	0	0
STOM	0	0
STOML1	0	1
STOML2	0	0
STOML3	1	0
STON1	0	72
STON1-GTF2A1L	0	0
STON2	0	0
STOX1	0	55
STOX2	0	3
STPG1	0	17
STPG2	0	0
STPG3	0	878
STPG4	111	21
STRA6	0	7215
STRA8	0	3
STRADA	4	10
STRADB	0	8118
STRAP	0	23
STRBP	325	8
STRC	13	3695
STRIP1	0	0
STRIP2	0	2
STRIT1	0	0
STRN	0	314
STRN3	1	4
STRN4	0	2256
STS	0	0
STT3A	0	12
STT3B	0	416
STUB1	0	0
STUM	86	0
STX10	0	27
STX11	6	2
STX12	0	0
STX16	37	64
STX17	0	6
STX18	0	482
STX19	0	3724
STX1A	3	0
STX1B	0	1
STX2	0	0
STX3	0	469
STX4	0	1077
STX5	0	0
STX6	11	0
STX7	0	0
STX8	0	295
STXBP1	0	4934
STXBP2	0	0
STXBP3	93	6613
STXBP4	0	0
STXBP5	0	748
STXBP5L	0	50
STXBP6	0	958
STYK1	0	3
STYX	0	366
STYXL1	0	3024
SUB1	0	0
SUCLA2	0	0
SUCLG1	0	2445
SUCLG2	0	0
SUCNR1	0	332
SUCO	0	1821
SUDS3	0	0
SUFU	0	0
SUGCT	0	0
SUGP1	0	700
SUGP2	2	240
SUGT1	0	0
SULF1	0	3
SULF2	0	0
SULT1A1	0	297
SULT1A2	0	1414
SULT1A3	4	0
SULT1A4	0	3
SULT1B1	0	0
SULT1C2	0	8
SULT1C3	0	0
SULT1C4	0	0
SULT1E1	10	5
SULT2A1	0	43339
SULT2B1	0	1948
SULT4A1	0	0
SULT6B1	0	0
SUMF1	0	0
SUMF2	0	3912
SUMO1	0	216
SUMO2	0	0
SUMO3	0	3
SUMO4	0	521
SUN1	0	0
SUN2	4	1638
SUN3	0	498
SUN5	1	0
SUOX	0	0
SUPT16H	0	1
SUPT20H	0	2
SUPT3H	0	1
SUPT4H1	0	101
SUPT5H	0	0
SUPT6H	0	11
SUPT7L	7	254
SUPV3L1	103	0
SURF1	0	1557
SURF2	0	0
SURF4	0	1
SURF6	0	1108
SUSD1	0	0
SUSD2	0	68
SUSD3	65	0
SUSD4	0	0
SUSD5	0	37
SUSD6	0	13
SUV39H1	0	289
SUV39H2	5	194
SUZ12	0	1
SV2A	0	0
SV2B	0	0
SV2C	14	6743
SVBP	0	257
SVEP1	0	708
SVIL	0	0
SVIP	0	0
SVOP	0	16
SVOPL	0	45
SWAP70	0	0
SWI5	0	2
SWSAP1	0	3
SWT1	0	757
SYAP1	0	181
SYBU	0	0
SYCE1	0	97
SYCE1L	0	51
SYCE2	0	0
SYCE3	0	0
SYCN	0	4055
SYCP1	0	0
SYCP2	0	0
SYCP2L	0	44
SYCP3	0	0
SYDE1	0	4282
SYDE2	78	0
SYF2	0	0
SYK	0	0
SYMPK	0	0
SYN1	0	0
SYN2	0	0
SYN3	0	0
SYNC	0	1
SYNCRIP	0	99
SYNDIG1	0	20231
SYNDIG1L	0	0
SYNE1	0	0
SYNE2	0	3
SYNE3	0	213
SYNE4	52	625
SYNGAP1	0	0
SYNGR1	0	0
SYNGR2	0	5
SYNGR3	0	0
SYNGR4	0	434
SYNJ1	53	0
SYNJ2	0	26
SYNJ2BP	0	0
SYNJ2BP-COX16	0	0
SYNM	0	2745
SYNPO	0	4
SYNPO2	0	1680
SYNPO2L	0	1380
SYNPR	7	0
SYNRG	43	2
SYP	0	4262
SYPL1	0	0
SYPL2	0	1
SYS1	0	5
SYT1	0	0
SYT10	0	0
SYT11	51	0
SYT12	0	1
SYT13	0	797
SYT14	0	4372
SYT15	0	221
SYT16	0	0
SYT17	0	0
SYT2	0	360
SYT3	0	924
SYT4	0	140
SYT5	0	1539
SYT6	0	1255
SYT7	0	0
SYT8	0	8
SYT9	0	19
SYTL1	0	0
SYTL2	0	0
SYTL3	0	3
SYTL4	7	9
SYTL5	0	0
SYVN1	0	0
SZRD1	0	0
SZT2	0	6
TAAR1	0	260
TAAR2	0	0
TAAR5	0	4647
TAAR6	0	0
TAAR8	0	0
TAAR9	3	1026
TAB1	0	20
TAB2	0	4
TAB3	0	0
TAC1	0	1
TAC3	0	179
TAC4	0	21
TACC1	0	924
TACC2	0	104
TACC3	0	0
TACO1	0	0
TACR1	0	3
TACR2	0	373
TACR3	0	110
TACSTD2	0	0
TADA1	0	119
TADA2A	0	4
TADA2B	0	0
TADA3	0	0
TAF1	0	322
TAF10	0	0
TAF11	0	0
TAF11L10	0	0
TAF11L11	0	0
TAF11L12	0	0
TAF11L13	0	1
TAF11L14	1	7503
TAF11L2	0	743
TAF11L3	0	17
TAF11L4	0	0
TAF11L5	0	14
TAF11L6	0	673
TAF11L7	0	0
TAF11L8	0	7
TAF11L9	0	10
TAF12	4	8307
TAF13	116	7314
TAF15	0	0
TAF1A	0	2394
TAF1B	0	0
TAF1C	0	0
TAF1D	0	280
TAF1L	0	2
TAF2	0	398
TAF3	0	169
TAF4	0	4559
TAF4B	0	6531
TAF5	0	524
TAF5L	0	14
TAF6	0	0
TAF6L	0	0
TAF7	1	1830
TAF7L	0	258
TAF8	0	7725
TAF9	0	9731
TAF9B	0	205
TAFA1	0	554
TAFA2	0	0
TAFA3	0	0
TAFA4	0	3
TAFA5	0	2
TAGAP	1	0
TAGLN	0	1
TAGLN2	0	403
TAGLN3	0	0
TAL1	7	0
TAL2	0	223
TALDO1	0	0
TAMM41	0	1
TANC1	0	20
TANC2	0	4781
TANGO2	0	0
TANGO6	0	0
TANK	0	0
TAOK1	0	3
TAOK2	0	243
TAOK3	0	1268
TAP1	0	7
TAP2	1	465
TAPBP	0	0
TAPBPL	0	0
TAPT1	0	118
TARBP1	0	8
TARBP2	20	96
TARDBP	0	0
TARM1	0	0
TARS1	0	0
TARS2	0	0
TARS3	0	2528
TAS1R1	0	3
TAS1R2	0	0
TAS1R3	0	3
TAS2R1	0	0
TAS2R10	0	1888
TAS2R13	0	2
TAS2R14	28	0
TAS2R16	0	9
TAS2R19	0	0
TAS2R20	0	355
TAS2R3	0	53
TAS2R30	0	1
TAS2R31	0	301
TAS2R38	0	1297
TAS2R39	0	0
TAS2R4	0	0
TAS2R40	0	0
TAS2R41	0	434
TAS2R42	5	9
TAS2R45	0	0
TAS2R46	0	2124
TAS2R5	0	0
TAS2R50	0	47
TAS2R60	0	0
TAS2R7	0	37
TAS2R8	0	112
TAS2R9	3	0
TASOR	0	460
TASOR2	0	1
TASP1	0	77
TAT	0	0
TATDN1	0	0
TATDN2	0	0
TATDN3	0	12
TAX1BP1	0	1
TAX1BP3	0	6434
TAZ	0	8
TBATA	0	101
TBC1D1	0	146
TBC1D10A	0	1
TBC1D10B	0	0
TBC1D10C	0	610
TBC1D12	0	0
TBC1D13	0	27
TBC1D14	0	0
TBC1D15	8	2167
TBC1D16	0	0
TBC1D17	2	1246
TBC1D19	0	0
TBC1D2	0	219
TBC1D20	0	0
TBC1D21	0	77
TBC1D22A	0	0
TBC1D22B	1	419
TBC1D23	0	56
TBC1D24	0	1
TBC1D25	0	4
TBC1D26	0	2447
TBC1D28	0	0
TBC1D2B	0	1104
TBC1D3	0	120
TBC1D30	80	787
TBC1D31	0	100
TBC1D32	0	3
TBC1D3B	0	446
TBC1D3C	0	0
TBC1D3D	0	15
TBC1D3E	0	2
TBC1D3F	0	50
TBC1D3G	0	12
TBC1D3H	0	0
TBC1D3I	0	260
TBC1D3K	0	1
TBC1D3L	0	0
TBC1D4	0	196
TBC1D5	0	0
TBC1D7	0	0
TBC1D8	0	1
TBC1D8B	0	744
TBC1D9	0	685
TBC1D9B	0	0
TBCA	0	10
TBCB	0	150
TBCC	2	4380
TBCCD1	0	4324
TBCD	0	59
TBCE	0	507
TBCEL	0	209
TBCK	0	25
TBK1	0	61
TBKBP1	0	3
TBL1X	0	0
TBL1XR1	0	1
TBL1Y	0	328
TBL2	0	33
TBL3	0	2
TBP	0	0
TBPL1	0	240
TBPL2	87	21
TBR1	0	155
TBRG1	0	0
TBRG4	0	0
TBX1	0	0
TBX10	0	3083
TBX15	0	0
TBX18	0	0
TBX19	0	3986
TBX2	221	0
TBX20	30	22
TBX21	0	7478
TBX22	3	2178
TBX3	0	1493
TBX4	0	35
TBX5	0	0
TBX6	0	0
TBXA2R	0	58
TBXAS1	0	0
TBXT	0	28
TC2N	3	15
TCAF1	0	0
TCAF2	0	0
TCAF2C	0	976
TCAIM	0	10906
TCAP	0	0
TCEA1	0	99
TCEA2	0	13
TCEA3	0	14
TCEAL1	0	12
TCEAL2	0	564
TCEAL3	0	0
TCEAL4	0	3
TCEAL5	0	0
TCEAL6	0	21358
TCEAL7	0	35
TCEAL8	0	10539
TCEAL9	1	1538
TCEANC	0	0
TCEANC2	0	0
TCERG1	0	6965
TCERG1L	0	1395
TCF12	0	1
TCF15	0	204
TCF19	7	4
TCF20	0	0
TCF21	0	1125
TCF23	97	5
TCF24	0	273
TCF25	12	611
TCF3	0	58
TCF4	0	27
TCF7	5	381
TCF7L1	1	94
TCF7L2	0	1407
TCFL5	0	0
TCHH	0	80
TCHHL1	0	0
TCHP	0	586
TCIM	0	0
TCIRG1	0	2
TCL1A	0	152
TCL1B	0	0
TCN1	0	2
TCN2	0	0
TCOF1	0	104
TCP1	9	1630
TCP10	41	29
TCP10L	0	0
TCP10L2	0	8029
TCP11	0	0
TCP11L1	0	0
TCP11L2	0	0
TCP11X1	0	437
TCP11X2	0	0
TCTA	0	2441
TCTE1	0	0
TCTE3	0	1838
TCTEX1D1	0	0
TCTEX1D2	0	0
TCTEX1D4	11	5
TCTN1	0	0
TCTN2	0	0
TCTN3	0	42
TDG	0	1
TDGF1	0	0
TDO2	0	0
TDP1	0	6298
TDP2	0	0
TDRD1	0	0
TDRD10	0	0
TDRD12	0	0
TDRD15	0	1461
TDRD3	0	0
TDRD5	0	192
TDRD6	0	3
TDRD7	0	4340
TDRD9	0	463
TDRKH	0	348
TDRP	69	0
TEAD1	0	2642
TEAD2	0	0
TEAD3	0	5131
TEAD4	0	26
TEC	0	22
TECPR1	0	10
TECPR2	0	7
TECR	0	51
TECRL	0	636
TECTA	0	0
TECTB	0	1
TEDC1	0	332
TEDC2	0	438
TEDDM1	0	19466
TEF	0	0
TEFM	0	173
TEK	0	1038
TEKT1	0	0
TEKT2	0	0
TEKT3	0	821
TEKT4	0	150
TEKT5	0	0
TELO2	0	1374
TEN1	0	148
TENM1	0	5397
TENM2	0	26
TENM3	0	3
TENM4	0	0
TENT2	0	4
TENT4A	0	5
TENT4B	0	1
TENT5A	0	21
TENT5B	0	0
TENT5C	0	8683
TENT5D	0	476
TEP1	0	0
TEPP	0	31
TEPSIN	0	1
TERB1	0	2592
TERB2	0	0
TERF1	0	130
TERF2	0	0
TERF2IP	0	0
TERT	0	118
TES	0	0
TESC	0	7738
TESK1	0	861
TESK2	0	6
TESMIN	21	0
TESPA1	0	6718
TET1	0	0
